feature,importance
d_norm__spkt_welch_density__coeff_8,0.0
d_norm__spkt_welch_density__coeff_5,0.0
d_norm__spkt_welch_density__coeff_2,0.0
"d_norm__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",0.0
"d_norm__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",0.0
d_norm__ar_coefficient__coeff_8__k_10,0.0
"d_norm__fft_coefficient__attr_""real""__coeff_2",0.0
"d_norm__fft_coefficient__attr_""real""__coeff_1",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",0.0
"d_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",0.0
"d_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",0.0
"d_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2",0.0
"d_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",0.0
"d_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",0.0
"d_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",0.0
"d_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",0.0
"d_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",0.0
"d_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_65",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_64",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_63",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_62",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_61",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_60",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_59",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_58",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_57",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_56",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_55",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_54",0.0
d_norm__sample_entropy,0.0
"sigma__fft_coefficient__attr_""angle""__coeff_52",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_51",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_50",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_49",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_48",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_47",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_46",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_45",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_44",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_43",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_42",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_41",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_40",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_53",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_93",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_92",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_91",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_90",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_89",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_88",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_87",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_86",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_85",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_84",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_83",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_82",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_81",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_66",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_79",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_78",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_77",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_76",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_75",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_74",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_73",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_72",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_71",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_70",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_69",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_68",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_67",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_80",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_10",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_9",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_7",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_6",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_5",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_3",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_2",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_1",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_0",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_99",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_98",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_97",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_96",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_39",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_94",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_93",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_92",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_91",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_90",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_89",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_88",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_87",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_86",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_85",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_84",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_83",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_82",0.0
"sigma__fft_coefficient__attr_""abs""__coeff_95",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_38",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_37",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_36",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_35",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_34",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_33",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_32",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_31",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_30",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_29",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_28",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_27",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_26",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_11",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_24",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_23",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_22",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_21",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_20",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_19",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_18",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_17",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_16",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_15",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_14",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_13",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_12",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_25",0.0
sigma__fourier_entropy__bins_2,0.0
sigma__lempel_ziv_complexity__bins_100,0.0
sigma__lempel_ziv_complexity__bins_10,0.0
sigma__lempel_ziv_complexity__bins_5,0.0
sigma__lempel_ziv_complexity__bins_3,0.0
sigma__lempel_ziv_complexity__bins_2,0.0
sigma__count_below__t_0,0.0
sigma__count_above__t_0,0.0
sigma__ratio_beyond_r_sigma__r_10,0.0
sigma__ratio_beyond_r_sigma__r_7,0.0
sigma__ratio_beyond_r_sigma__r_6,0.0
sigma__ratio_beyond_r_sigma__r_5,0.0
"sigma__fft_coefficient__attr_""angle""__coeff_94",0.0
sigma__ratio_beyond_r_sigma__r_2.5,0.0
sigma__ratio_beyond_r_sigma__r_2,0.0
sigma__ratio_beyond_r_sigma__r_1,0.0
sigma__ratio_beyond_r_sigma__r_0.5,0.0
sigma__energy_ratio_by_chunks__num_segments_10__segment_focus_9,0.0
sigma__energy_ratio_by_chunks__num_segments_10__segment_focus_7,0.0
sigma__energy_ratio_by_chunks__num_segments_10__segment_focus_6,0.0
sigma__energy_ratio_by_chunks__num_segments_10__segment_focus_5,0.0
sigma__energy_ratio_by_chunks__num_segments_10__segment_focus_4,0.0
sigma__energy_ratio_by_chunks__num_segments_10__segment_focus_3,0.0
sigma__energy_ratio_by_chunks__num_segments_10__segment_focus_2,0.0
sigma__number_crossing_m__m_1,0.0
sigma__number_crossing_m__m_-1,0.0
sigma__ratio_beyond_r_sigma__r_3,0.0
d_norm__ratio_value_number_to_time_series_length,0.0
d_norm__sum_of_reoccurring_data_points,0.0
d_norm__sum_of_reoccurring_values,0.0
d_norm__percentage_of_reoccurring_datapoints_to_all_datapoints,0.0
d_norm__percentage_of_reoccurring_values_to_all_values,0.0
d_norm__first_location_of_minimum,0.0
d_norm__last_location_of_minimum,0.0
d_norm__first_location_of_maximum,0.0
d_norm__last_location_of_maximum,0.0
d_norm__count_below_mean,0.0
d_norm__count_above_mean,0.0
d_norm__longest_strike_above_mean,0.0
d_norm__longest_strike_below_mean,0.0
sigma__fourier_entropy__bins_3,0.0
d_norm__length,0.0
d_norm__has_duplicate,0.0
d_norm__has_duplicate_min,0.0
d_norm__has_duplicate_max,0.0
d_norm__variance_larger_than_standard_deviation,0.0
sigma__query_similarity_count__query_None__threshold_0.0,0.0
sigma__permutation_entropy__dimension_7__tau_1,0.0
sigma__permutation_entropy__dimension_6__tau_1,0.0
sigma__permutation_entropy__dimension_5__tau_1,0.0
sigma__permutation_entropy__dimension_4__tau_1,0.0
sigma__permutation_entropy__dimension_3__tau_1,0.0
sigma__fourier_entropy__bins_10,0.0
sigma__fourier_entropy__bins_5,0.0
d_norm__kurtosis,0.0
"sigma__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",0.0
"sigma__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",0.0
"sigma__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",0.0
"sigma__linear_trend__attr_""stderr""",0.0
"sigma__linear_trend__attr_""slope""",0.0
"sigma__linear_trend__attr_""intercept""",0.0
"sigma__linear_trend__attr_""rvalue""",0.0
sigma__max_langevin_fixed_point__m_3__r_30,0.0
sigma__friedrich_coefficients__coeff_3__m_3__r_30,0.0
sigma__friedrich_coefficients__coeff_2__m_3__r_30,0.0
sigma__friedrich_coefficients__coeff_1__m_3__r_30,0.0
sigma__approximate_entropy__m_2__r_0.9,0.0
sigma__approximate_entropy__m_2__r_0.5,0.0
sigma__number_crossing_m__m_0,0.0
sigma__approximate_entropy__m_2__r_0.1,0.0
sigma__range_count__max_1000000000000.0__min_0,0.0
sigma__range_count__max_0__min_-1000000000000.0,0.0
sigma__range_count__max_1__min_-1,0.0
sigma__value_count__value_-1,0.0
sigma__value_count__value_1,0.0
sigma__value_count__value_0,0.0
"sigma__fft_aggregated__aggtype_""skew""",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_99",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_98",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_97",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_96",0.0
"sigma__fft_coefficient__attr_""angle""__coeff_95",0.0
sigma__approximate_entropy__m_2__r_0.3,0.0
"sigma__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",0.0
"sigma__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",0.0
"sigma__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""",0.0
"sigma__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""",0.0
"sigma__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""min""",0.0
"sigma__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""",0.0
"sigma__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",0.0
"sigma__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",0.0
"sigma__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",0.0
"sigma__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",0.0
"sigma__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""var""",0.0
"sigma__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""",0.0
"sigma__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""min""",0.0
"sigma__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",0.0
"sigma__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",0.0
"sigma__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",0.0
"sigma__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",0.0
"sigma__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",0.0
"sigma__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""var""",0.0
"sigma__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""",0.0
"sigma__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",0.0
"sigma__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""",0.0
"sigma__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""var""",0.0
"sigma__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean""",0.0
"sigma__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""min""",0.0
"sigma__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""max""",0.0
"sigma__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",0.0
"sigma__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""max""",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_20",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_19",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_18",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_17",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_16",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_15",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_14",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_13",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_11",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_10",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_9",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_8",0.0
d_mean__approximate_entropy__m_2__r_0.1,0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_5",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_4",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_3",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_2",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_1",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_99",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_98",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_97",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_96",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_95",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_94",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_93",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_92",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_6",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_49",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_48",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_47",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_46",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_45",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_44",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_43",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_42",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_41",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_40",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_39",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_38",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_37",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_21",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_35",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_34",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_33",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_32",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_31",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_30",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_29",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_28",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_27",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_26",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_25",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_24",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_22",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_36",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_62",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_61",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_60",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_59",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_58",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_57",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_56",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_55",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_54",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_53",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_52",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_51",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_91",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_49",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_48",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_47",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_46",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_45",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_44",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_43",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_42",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_41",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_40",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_39",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_38",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_37",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_50",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_90",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_89",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_88",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_87",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_86",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_85",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_84",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_83",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_82",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_81",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_80",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_79",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_78",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_63",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_76",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_75",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_74",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_73",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_72",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_71",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_70",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_69",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_68",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_67",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_66",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_65",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_64",0.0
"ps_mean__fft_coefficient__attr_""imag""__coeff_77",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_33",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_32",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_31",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_30",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_29",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_28",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_27",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_26",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_25",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_24",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_23",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_22",0.0
"ps_mean__fft_coefficient__attr_""abs""__coeff_50",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_20",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_19",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_18",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_17",0.0
"ps_mean__fft_coefficient__attr_""angle""__coeff_16",0.0
